ID,Montant_du_pret,Prix_de_Vente,Localisation
115413,9250,275000,100
115414,83750,499250,100
115415,58050,410000,101
115416,55450,570000,100
115417,159050,153000,100
115418,118550,173900,100
115419,70050,165000,111
115420,42400,110000,100
115421,243750,200000,100
115422,66050,255000,100
115423,129150,162000,101
115424,69600,348500,100
115425,162750,197307,100
115426,118750,180000,100
115427,99150,315000,100
115428,92400,325000,100
115429,69550,145000,130
115430,60450,475000,110
115431,92800,132000,100
115432,130100,149000,100
115433,170500,340000,100
115434,112450,192500,100
115435,65100,300000,100
115436,102500,230000,100
115437,107150,245000,130
115438,143550,150000,100
115439,62150,285000,100
115440,87300,285000,100
115441,89000,146000,130
115442,92600,195000,100
115443,106050,182500,130
115444,67200,121000,100
115445,120650,190000,100
115446,77950,190000,100
115447,84300,140000,110
115448,92900,192000,100
115449,93650,125000,100
115450,79250,245000,100
115451,118850,440000,110
115452,113550,209000,101
115453,82900,220000,130
115454,213600,550000,100
115455,71800,231000,130
115456,93100,250000,120
115457,34250,250000,130
115458,103750,195000,100
115459,88850,1000000,110
115460,111950,175000,110
115461,109150,190000,100
115462,85600,185000,130
115463,120500,270000,130
115464,65900,235000,120
115465,45350,455000,100
115466,31100,299500,100
115467,70550,240000,110
115468,108950,260000,100
115469,86300,135000,100
115470,78450,200000,111
115471,89100,215000,100
115472,94750,130000,100
115473,111450,330000,120
115474,74150,275000,130
115475,85400,545000,100
115476,90700,325000,100
115477,103400,325000,100
115478,60900,265000,100
115479,114700,145000,100
115480,114550,315000,120
115481,73200,475000,110
115482,117100,242500,110
115483,53650,105000,101
115484,93400,200000,100
115485,73650,275000,130
115486,132200,275000,130
115487,94200,305000,130
115488,129150,273000,120
115489,53300,252500,100
115490,72600,250000,120
115491,80750,300000,130
115492,98800,750000,110
115493,94400,150000,100
115494,90200,143000,101
115495,100400,328000,100
115496,81750,295000,100
115497,95850,319000,100
115498,80100,323600,100
115499,72900,320000,110
115500,68800,380000,110
115501,74300,260000,101
115502,105100,425000,110
115503,44150,170000,100
115504,128200,180000,130
115505,72750,145000,100
115506,107600,145000,110
115507,104550,170000,100
115508,129850,137000,100
115509,73400,259000,100
115510,90850,280000,110
115511,95150,264000,130
115512,81500,170000,100
115513,89100,95000,101
115514,37050,575000,120
115515,59250,349900,130
115516,44150,98000,100
115517,112850,153000,100
115518,78000,355000,100
115519,74100,525000,100
115520,96300,355000,100
115521,73500,525000,100
115522,75350,245000,130
115523,81250,235000,100
115524,61400,950000,110
115525,33800,210000,120
115526,79550,222500,101
115527,82500,215000,120
115528,96900,240000,120
115529,101650,150000,100
115530,58600,240000,120
115531,89150,310000,100
115532,114200,185000,101
115533,73850,103000,101
115534,89250,650000,101
115535,84650,349000,100
115536,59150,170000,120
115537,44300,159900,100
115538,83900,165000,100
115539,86150,235000,100
115540,69150,254500,130
115541,93650,420000,111
115542,119500,125000,130
115543,79150,190000,100
115544,62850,155000,130
115545,93050,235000,100
115546,42150,500000,130
115547,66050,284500,120
115548,169350,164000,101
115549,46000,875000,100
115550,53150,125000,100
115551,69400,325000,100
115552,71950,275000,100
115553,57250,117000,100
115554,77750,125000,101
115555,53700,150000,100
115556,74800,290000,110
115557,49000,149900,101
115558,91000,273500,120
115559,104550,309534,110
115560,109100,145000,130
115561,111050,156000,100
115562,136450,600000,100
115563,89750,260000,110
115564,77600,150000,100
115565,95500,260000,120
115566,89150,193000,101
115567,101050,537500,100
115568,80700,176000,100
115569,76000,300000,100
115570,93100,185000,100
115571,9250,275000,100
115572,39650,1290000,110
115573,87900,161000,100
115574,83750,499250,100
115575,58050,410000,101
115576,78100,350000,110
115577,129200,200000,130
115578,55450,570000,100
115579,159050,153000,100
115580,118550,173900,100
115581,47650,222000,100
115582,77350,210000,100
115583,105950,135000,130
115584,70050,165000,111
115585,42400,110000,100
115586,86300,290000,100
115587,243750,200000,100
115588,90850,400000,110
115589,89800,229500,100
115590,66050,255000,100
115591,129150,162000,101
115592,164850,260000,130
115593,69600,348500,100
115594,79500,1060000,101
115595,61850,200000,130
115596,102950,258000,100
115597,72400,220000,100
115598,85500,565000,120
115599,162750,197307,100
115600,55150,160000,120
115601,118750,180000,100
115602,97200,300000,110
115603,99150,315000,100
115604,92400,325000,100
115605,88100,220000,100
115606,69550,145000,130
115607,60450,475000,110
115608,101550,299000,101
115609,92800,132000,100
115610,130100,149000,100
115611,170500,340000,100
115612,70600,443000,100
115613,92400,150876,100
115614,112450,192500,100
115615,66700,185000,100
115616,82250,235000,130
115617,97450,190000,130
115618,122300,355000,100
115619,105000,265000,100
115620,60200,185000,111
115621,65100,300000,100
115622,102500,230000,100
115623,127250,106300,130
115624,107150,245000,130
115625,143550,150000,100
115626,84500,258000,100
115627,62150,285000,100
115628,123150,330000,100
115629,104900,535000,100
115630,87300,285000,100
115631,89000,146000,130
115632,120950,395000,110
115633,73300,650000,110
115634,51450,350000,100
115635,122200,144000,100
115636,92600,195000,100
115637,122100,195000,100
115638,106050,182500,130
115639,101000,287500,100
115640,94050,500000,110
115641,110150,360000,110
115642,67200,121000,100
115643,80600,147000,100
115644,96800,190500,100
115645,60950,150000,110
115646,102200,75000,100
115647,120650,190000,100
115648,77950,190000,100
115649,73250,250000,110
115650,46650,165000,100
115651,96450,210000,100
115652,80400,270000,100
115653,84300,140000,110
115654,92550,104000,130
115655,100950,170000,100
115656,92900,192000,100
115657,93650,125000,100
115658,92000,131500,100
115659,79250,245000,100
115660,55750,185000,100
115661,145100,265000,100
115662,65750,281915,100
115663,66050,265000,100
115664,101850,281915,100
115665,66850,565000,100
115666,125200,385000,120
115667,118850,440000,110
115668,93850,675000,130
115669,113550,209000,101
115670,48500,110000,110
115671,82900,220000,130
115672,133500,350000,100
115673,101800,235000,100
115674,74450,582000,120
115675,53000,175000,130
115676,213600,550000,100
115677,43200,650000,391
115678,68450,400000,100
115679,93400,157500,131
115680,71800,231000,130
115681,93100,250000,120
115682,79950,345000,110
115683,48550,365000,110
115684,86450,345000,110
115685,179850,365000,110
115686,34250,250000,130
115687,103750,195000,100
115688,88850,1000000,110
115689,98200,905000,110
115690,111950,175000,110
115691,97200,140000,100
115692,89500,180000,100
115693,64850,180000,101
115694,56250,180000,100
115695,84100,170000,120
115696,133500,215000,100
115697,57200,275000,111
115698,99400,350000,120
115699,90650,330000,100
115700,93850,447000,100
115701,109150,190000,100
115702,86700,199000,100
115703,85600,185000,130
115704,120500,270000,130
115705,100700,199000,100
115706,86100,250000,120
115707,163350,335000,100
115708,62200,215000,100
115709,65900,235000,120
115710,84500,260000,100
115711,87750,200000,130
115712,102750,285000,100
115713,60950,219000,100
115714,130750,167000,100
115715,82650,285000,100
115716,45350,455000,100
115717,129650,285000,100
115718,115850,270000,100
115719,31100,299500,100
115720,119500,430000,121
115721,118850,220000,111
115722,101000,190000,100
115723,70550,240000,110
115724,52900,360000,110
115725,108950,260000,100
115726,86300,135000,100
115727,115800,237500,110
115728,41500,474000,110
115729,104100,238000,101
115730,78450,200000,111
115731,133250,155500,100
115732,89100,215000,100
115733,69150,282000,130
115734,102700,288500,100
115735,92400,250000,110
115736,94750,130000,100
115737,61650,260000,100
115738,111450,330000,120
115739,166300,359850,100
115740,74150,275000,130
115741,85400,545000,100
115742,90700,325000,100
115743,147950,545000,100
115744,103400,325000,100
115745,60900,265000,100
115746,44550,250000,100
115747,40700,498500,100
115748,114700,145000,100
115749,90100,280000,110
115750,114550,315000,120
115751,58400,368000,101
115752,73200,475000,110
115753,125000,325000,100
115754,117100,242500,110
115755,117200,200000,120
115756,51400,207000,100
115757,110900,105000,101
115758,109950,105000,101
115759,104200,105000,101
115760,53650,105000,101
115761,93400,200000,100
115762,73650,275000,130
115763,76650,305000,130
115764,69200,179000,130
115765,132200,275000,130
115766,94200,305000,130
115767,92850,370000,110
115768,40650,290000,130
115769,129150,273000,120
115770,53300,252500,100
115771,87500,290000,100
115772,72600,250000,120
115773,80750,300000,130
115774,79450,378000,100
115775,98800,750000,110
115776,94400,150000,100
115777,94900,260000,100
115778,109150,390000,100
115779,90200,143000,101
115780,75900,215000,100
115781,100400,328000,100
115782,81750,295000,100
115783,101500,295000,100
115784,98450,540000,110
115785,71500,140000,101
115786,83400,285000,100
115787,117750,275000,100
115788,95850,319000,100
115789,108250,211000,130
115790,76100,410000,100
115791,80100,323600,100
115792,97950,175000,130
115793,72900,320000,110
115794,105900,275000,100
115795,5400,350000,100
115796,68800,380000,110
115797,28250,425000,100
115798,61500,625000,100
115799,117500,455000,100
115800,74300,260000,101
115801,105100,425000,110
115802,93400,2095000,101
115803,44150,170000,100
115804,128200,180000,130
115805,104550,170000,100
115806,129850,137000,100
115807,95150,264000,130
115808,44150,98000,100
115809,112850,153000,100
115810,78000,355000,100
115811,75350,245000,130
115812,79550,222500,101
115813,82500,215000,120
115814,58600,240000,120
115815,89150,310000,100
115816,73850,103000,101
115817,86150,235000,100
115818,79150,190000,100
115819,62850,155000,130
115820,93050,235000,100
115821,66050,284500,120
115822,169350,164000,101
115823,53700,150000,100
115824,74800,290000,110
115825,109100,145000,130
115826,111050,156000,100
115827,89750,260000,110
115828,77600,150000,100
115829,95500,260000,120
115830,89150,193000,101
115831,80700,176000,100
115832,9250,275000,100
115833,83750,499250,100
115834,58050,410000,101
115835,55450,570000,100
115836,159050,153000,100
115837,118550,173900,100
115838,70050,165000,111
115839,42400,110000,100
115840,243750,200000,100
115841,66050,255000,100
115842,129150,162000,101
115843,69600,348500,100
115844,162750,197307,100
115845,118750,180000,100
115846,99150,315000,100
115847,92400,325000,100
115848,69550,145000,130
115849,60450,475000,110
115850,92800,132000,100
115851,130100,149000,100
115852,170500,340000,100
115853,112450,192500,100
115854,65100,300000,100
115855,102500,230000,100
115856,107150,245000,130
115857,143550,150000,100
115858,62150,285000,100
115859,87300,285000,100
115860,89000,146000,130
115861,92600,195000,100
115862,106050,182500,130
115863,67200,121000,100
115864,120650,190000,100
115865,77950,190000,100
115866,84300,140000,110
115867,92900,192000,100
115868,93650,125000,100
115869,79250,245000,100
115870,118850,440000,110
115871,113550,209000,101
115872,82900,220000,130
115873,213600,550000,100
115874,71800,231000,130
115875,93100,250000,120
115876,34250,250000,130
115877,103750,195000,100
115878,88850,1000000,110
115879,111950,175000,110
115880,109150,190000,100
115881,85600,185000,130
115882,120500,270000,130
115883,65900,235000,120
115884,45350,455000,100
115885,31100,299500,100
115886,70550,240000,110
115887,108950,260000,100
115888,86300,135000,100
115889,78450,200000,111
115890,89100,215000,100
115891,94750,130000,100
115892,111450,330000,120
115893,74150,275000,130
115894,85400,545000,100
115895,90700,325000,100
115896,103400,325000,100
115897,60900,265000,100
115898,114700,145000,100
115899,114550,315000,120
115900,73200,475000,110
115901,117100,242500,110
115902,53650,105000,101
115903,93400,200000,100
115904,73650,275000,130
115905,132200,275000,130
115906,94200,305000,130
115907,129150,273000,120
115908,53300,252500,100
115909,72600,250000,120
115910,80750,300000,130
115911,98800,750000,110
115912,94400,150000,100
115913,90200,143000,101
115914,100400,328000,100
115915,81750,295000,100
115916,95850,319000,100
115917,80100,323600,100
115918,72900,320000,110
115919,68800,380000,110
115920,74300,260000,101
115921,105100,425000,110
115922,44150,170000,100
